headshot,SPLASHES_HEADSHOT,SPLASHES_HEADSHOT_DESC,crosshair_red,1.5,0.75,0.25,0.25,1,mp_last_stand,dummy,splash
assistedsuicide,SPLASHES_ASSISTEDSUICIDE,SPLASHES_ASSISTEDSUICIDE_DESC,,1.5,0.75,0.25,0.25,1,mp_last_stand,,splash
longshot,SPLASHES_LONGSHOT,SPLASHES_LONGSHOT_DESC,crosshair_red,1.5,0.75,0.25,0.25,1,mp_last_stand,,splash
execution,SPLASHES_EXECUTION,SPLASHES_EXECUTION_DESC,crosshair_red,1.5,0.75,0.25,0.25,1,mp_last_stand,,splash
avenger,SPLASHES_AVENGER,SPLASHES_AVENGER_DESC,,1.5,0.75,0.25,0.25,1,mp_last_stand,,splash
defender,SPLASHES_DEFENDER,SPLASHES_DEFENDER_DESC,,1.5,0.75,0.25,0.25,1,mp_last_stand,,splash
posthumous,SPLASHES_POSTHUMOUS,SPLASHES_POSTHUMOUS_DESC,,1.5,0.75,0.25,0.25,1,mp_last_stand,,splash
revenge,SPLASHES_REVENGE,SPLASHES_REVENGE_DESC,,1.5,0.75,0.25,0.25,1,mp_last_stand,,splash
doublekill,SPLASHES_DOUBLEKILL,SPLASHES_DOUBLEKILL_DESC,,1.5,0.75,0.25,0.25,1,mp_last_stand,,splash
triplekill,SPLASHES_TRIPLEKILL,SPLASHES_TRIPLEKILL_DESC,,1.5,0.75,0.25,0.25,1,mp_last_stand,,splash
multikill,SPLASHES_MULTIKILL,SPLASHES_MULTIKILL_DESC,,1.5,0.75,0.25,0.25,1,mp_last_stand,,splash
firstblood,SPLASHES_FIRSTBLOOD,SPLASHES_FIRSTBLOOD_DESC,crosshair_red,1.5,0.75,0.25,0.25,1,mp_last_stand,,splash
buzzkill,SPLASHES_BUZZKILL,SPLASHES_BUZZKILL_DESC,,1.5,0.75,0.25,0.25,1,mp_last_stand,,splash
comeback,SPLASHES_COMEBACK,SPLASHES_COMEBACK_DESC,,1.5,0.75,0.25,0.25,1,mp_last_stand,,splash
flagreturn,SPLASHES_FLAGRETURN,SPLASHES_FLAGRETURN_DESC,,1.5,0.75,0.25,0.25,1,mp_last_stand,,splash
flagpickup,SPLASHES_FLAGPICKUP,SPLASHES_FLAGPICKUP_DESC,,1.5,0.75,0.25,0.25,1,mp_last_stand,,splash
shield_assist,SPLASHES_SHIELDASSIST,SPLASHES_SHIELDASSIST_DESC,,1.5,0.75,0.25,0.25,1,mp_last_stand,,splash
time_added,SPLASHES_TIME_ADDED,SPLASHES_TIME_ADDED_DESC,,4,1,0.8,0.4,1,mp_last_stand,,splash
uav,MP_KILLSTREAK_N,MP_EARNED_UAV,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,uavrecon,killstreak
airstrike,MP_KILLSTREAK_N,MP_EARNED_AIRSTRIKE,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
helicopter,MP_KILLSTREAK_N,MP_EARNED_HELICOPTER,,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,helisupport,killstreak
helicopter_minigun,MP_KILLSTREAK_N,MP_EARNED_HELICOPTER_MINIGUN,,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,achieve_heli_mg,killstreak
helicopter_mk19,MP_KILLSTREAK_N,MP_EARNED_HELICOPTER_MK19,,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,achieve_heli_gl,killstreak
helicopter_blackbox,MP_KILLSTREAK_N,MP_EARNED_HELICOPTER_BLACKBOX,,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,helisupport,killstreak
helicopter_flares,MP_KILLSTREAK_N,MP_EARNED_HELICOPTER_FLARES,,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,helisupport,killstreak
ac130,MP_KILLSTREAK_N,MP_EARNED_AC130,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,achieve_ac130,killstreak
predator_missile,MP_KILLSTREAK_N,MP_EARNED_PREDATOR_MISSILE,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,achieve_missile,killstreak
nuke,MP_KILLSTREAK_N,MP_EARNED_NUKE,,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,achieve_nuke,killstreak
double_uav,MP_KILLSTREAK_N,MP_EARNED_DOUBLE_UAV,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,achieve_a_uav,killstreak
auto_shotgun,MP_KILLSTREAK_N,MP_EARNED_AUTO_SHOTGUN,,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,achieve_autoshotgun,killstreak
precision_airstrike,MP_KILLSTREAK_N,MP_EARNED_PRECISION_AIRSTRIKE,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,achieve_p_airstrike,killstreak
stealth_airstrike,MP_KILLSTREAK_N,MP_EARNED_STEALTH_AIRSTRIKE,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
harrier_airstrike,MP_KILLSTREAK_N,MP_EARNED_HARRIER_AIRSTRIKE,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
super_airstrike,MP_KILLSTREAK_N,MP_EARNED_SUPER_AIRSTRIKE,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak
counter_uav,MP_KILLSTREAK_N,MP_EARNED_COUNTER_UAV,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,achieve_c_uav,killstreak
sentry,MP_KILLSTREAK_N,MP_EARNED_AUTO_SENTRY,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,achieve_sentrygun,killstreak
sentry_gl,MP_KILLSTREAK_N,MP_EARNED_AUTO_SENTRY_GL,,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,achieve_sentry_gl,killstreak
thumper,MP_KILLSTREAK_N,MP_EARNED_THUMPER,,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,achieve_thumper,killstreak
airdrop,MP_KILLSTREAK_N,MP_EARNED_AIRDROP,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak
tank,MP_KILLSTREAK_N,MP_EARNED_TANK,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,achieve_tank,killstreak
emp,MP_KILLSTREAK_N,MP_EARNED_EMP,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,achieve_tank,killstreak
airdrop_sentry_minigun,MP_KILLSTREAK_N,MP_EARNED_SENTRY_AIRDROP,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak
airdrop_predator_missile,MP_KILLSTREAK_N,MP_EARNED_PREDATOR_AIRDROP,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak
littlebird_support,MP_KILLSTREAK_N,MP_EARNED_LITTLEBIRD_SUPPORT,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak
airdrop_mega,MP_KILLSTREAK_N,MP_EARNED_AIRDROP_MEGA,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak
uav_pickup,KILLSTREAKS_UAV,MP_EARNED_UAV,specialty_uav,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,uavrecon,killstreak_pickup
helicopter_pickup,KILLSTREAKS_HELICOPTER,MP_EARNED_HELICOPTER,specialty_helicopter_support,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,helisupport,killstreak_pickup
helicopter_minigun_pickup,KILLSTREAKS_HELICOPTER_MINIGUN,MP_EARNED_HELICOPTER_MINIGUN,specialty_cobra_gunner,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,achieve_heli_mg,killstreak_pickup
helicopter_flares_pickup,KILLSTREAKS_PAVELOW,MP_EARNED_HELICOPTER_FLARES,specialty_helicopter_flares,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,helisupport,killstreak_pickup
ac130_pickup,KILLSTREAKS_AC130,MP_EARNED_AC130,specialty_ac130,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,achieve_ac130,killstreak_pickup
predator_missile_pickup,KILLSTREAKS_PREDATOR_MISSILE,MP_EARNED_PREDATOR_MISSILE,specialty_predator_missile,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,achieve_missile,killstreak_pickup
nuke_pickup,KILLSTREAKS_TACTICAL_NUKE,MP_EARNED_NUKE,specialty_nuke,2.5,0.25,0.75,0.25,1,mp_killstreak_heli,achieve_nuke,killstreak_pickup
precision_airstrike_pickup,KILLSTREAKS_PRECISION_AIRSTRIKE,MP_EARNED_PRECISION_AIRSTRIKE,specialty_precision_airstrike,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,achieve_p_airstrike,killstreak_pickup
stealth_airstrike_pickup,KILLSTREAKS_STEALTH_AIRSTRIKE,MP_EARNED_STEALTH_AIRSTRIKE,specialty_stealth_bomber,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_pickup
harrier_airstrike_pickup,KILLSTREAKS_HARRIER_AIRSTRIKE,MP_EARNED_HARRIER_AIRSTRIKE,specialty_harrier_strike,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,airstrike,killstreak_pickup
counter_uav_pickup,KILLSTREAKS_COUNTER_UAV,MP_EARNED_COUNTER_UAV,specialty_counter_uav,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,achieve_c_uav,killstreak_pickup
sentry_pickup,KILLSTREAKS_SENTRY,MP_EARNED_AUTO_SENTRY,specialty_airdrop_sentry_minigun,2.5,0.25,0.75,0.25,1,mp_killstreak_radar,achieve_sentrygun,killstreak_pickup
airdrop_pickup,KILLSTREAKS_AIRDROP,MP_EARNED_AIRDROP,specialty_carepackage,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_pickup
emp_pickup,KILLSTREAKS_EMP,MP_EARNED_EMP,specialty_emp,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,achieve_tank,killstreak_pickup
airdrop_sentry_minigun_pickup,KILLSTREAKS_AIRDROP_SENTRY,MP_EARNED_SENTRY_AIRDROP,specialty_airdrop_sentry_minigun,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_pickup
airdrop_mega_pickup,KILLSTREAKS_AIRDROP_MEGA,MP_EARNED_AIRDROP_MEGA,specialty_carepackage,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_pickup
caused_defcon,MP_CAUSED_DEFCON,MP_EARNED_MEGADROP,,2.5,0.25,0.75,0.25,1,mp_killstreak_jet,uavrecon,killstreak_pickup
captured_nuke,SPLASHES_CAPTURED_NUKE,SPLASHES_DESC_CAPTURED_NUKE,,1.5,0.75,0.25,0.25,1,mp_last_stand,,splash
capture,SPLASHES_CAPTURE,SPLASHES_CAPTURE_DESC,,1.5,0.75,0.25,0.25,1,mp_last_stand,,splash
defend,SPLASHES_DEFEND,SPLASHES_DEFEND_DESC,,1.5,0.75,0.25,0.25,1,mp_last_stand,,splash
assault,SPLASHES_ASSAULT,SPLASHES_ASSAULT_DESC,,1.5,0.75,0.25,0.25,1,mp_last_stand,,splash
flag_capture,SPLASHES_FLAG_CAPTURED,SPLASHES_FLAG_CAPTURED_DESC,,1.5,0.75,0.25,0.25,1,mp_last_stand,,splash
flag_defend,SPLASHES_FLAG_DEFEND,SPLASHES_FLAG_DEFEND_DESC,,1.5,0.75,0.25,0.25,1,mp_last_stand,,splash
flag_assault,SPLASHES_FLAG_ASSAULT,SPLASHES_FLAG_ASSAULT_DESC,,1.5,0.75,0.25,0.25,1,mp_last_stand,,splash
plant,SPLASHES_PLANT,SPLASHES_PLANT_DESC,,1.5,0.75,0.25,0.25,1,mp_last_stand,,splash
defuse,SPLASHES_DEFUSE,SPLASHES_DEFUSE_DESC,,1,0.75,0.25,0.25,1,mp_last_stand,,splash
sab_overtime,SPLASHES_SAB_OVERTIME,SPLASHES_SAB_OVERTIME_DESC,,3,0.75,0.25,0.25,1,mp_last_stand,,splash
gtnw_overtime,SPLASHES_GTNW_OVERTIME,SPLASHES_GTNW_OVERTIME_DESC,,3,0.75,0.25,0.25,1,mp_last_stand,,splash
specialty_grenadepulldeath,PERKS_MARTYRDOM,SPLASHES_MARTYRDOM_DESC,specialty_grenadepulldeath,2.5,0.75,0.25,0.25,1,mp_last_stand,,splash
specialty_finalstand,PERKS_FINALSTAND,SPLASHES_FINALSTAND_DESC,specialty_finalstand,2.5,0.75,0.25,0.25,1,mp_last_stand,,splash
specialty_combathigh,PERKS_COMBATHIGH,SPLASHES_COMBATHIGH_DESC,specialty_painkiller,2.5,0.75,0.25,0.25,1,mp_last_stand,,splash
specialty_endgame,PERKS_ENDGAME,SPLASHES_ENDGAME_DESC,specialty_endgame,2.5,0.75,0.25,0.25,1,mp_last_stand,,splash
specialty_c4death,PERKS_C4DEATH,SPLASHES_C4DEATH_DESC,specialty_c4_death,2.5,0.75,0.25,0.25,1,mp_last_stand,,splash
specialty_copycat,PERKS_COPYCAT,SPLASHES_COPYCAT_DESC,specialty_copycat,2.5,0.75,0.25,0.25,1,mp_last_stand,,splash
sudden_death,MP_SUDDEN_DEATH,MP_NO_RESPAWN,,3,0.75,0.25,0.25,1,mp_last_stand,,splash
